"name","pname","version","patches","system","out","outputs","store_path","cpe","purl","urls","pname_meta","version_meta","meta_homepage","meta_unfree","meta_description","meta_license_short","meta_license_spdxid","meta_maintainers_email"
"gtklock-4.0.0","gtklock","4.0.0","","x86_64-linux","/nix/store/bf825ax6f78zmyw34y3jv2d7g557sgly-gtklock-4.0.0","['/nix/store/bf825ax6f78zmyw34y3jv2d7g557sgly-gtklock-4.0.0']","/nix/store/g0yi03qsf0jpadljc502v9ii6ikkd8qi-gtklock-4.0.0.drv","cpe:2.3:a:gtklock:gtklock:4.0.0:*:*:*:*:*:*:*","pkg:nix/gtklock@4.0.0","","gtklock","4.0.0","https://github.com/jovanlanik/gtklock","False","GTK-based lockscreen for Wayland","gpl3Only","GPL-3.0-only","7rat13@gmail.com;me@aleksana.moe"
"gtklock-playerctl-module-4.0.0","gtklock-playerctl-module","4.0.0","","x86_64-linux","/nix/store/w53m31x0055kfzngk1f9swx8zm7c0hha-gtklock-playerctl-module-4.0.0","['/nix/store/w53m31x0055kfzngk1f9swx8zm7c0hha-gtklock-playerctl-module-4.0.0']","/nix/store/hpjkc5ba4056j9vv3asfbkzxsvfv8g6v-gtklock-playerctl-module-4.0.0.drv","cpe:2.3:a:gtklock-playerctl-module:gtklock-playerctl-module:4.0.0:*:*:*:*:*:*:*","pkg:nix/gtklock-playerctl-module@4.0.0","","gtklock-playerctl-module","4.0.0","https://github.com/jovanlanik/gtklock-playerctl-module","False","Gtklock module adding media player controls to the lockscreen","gpl3Only","GPL-3.0-only","me@aleksana.moe"
"gtklock.pam","gtklock.pam","","","x86_64-linux","/nix/store/ynqi70m7als953mjp5srv1xcya2ji13a-gtklock.pam","['/nix/store/ynqi70m7als953mjp5srv1xcya2ji13a-gtklock.pam']","/nix/store/mqdfq6y7najc2fl10d4j21ph740q2aab-gtklock.pam.drv","cpe:2.3:a:gtklock.pam:gtklock.pam::*:*:*:*:*:*:*","pkg:nix/gtklock.pam","","","","","","","","",""
"gtkmm-3.24.9","gtkmm","3.24.9","","x86_64-linux","/nix/store/lkil521gnncr7mnw84w72h7qpxcw6n05-gtkmm-3.24.9","['/nix/store/lkil521gnncr7mnw84w72h7qpxcw6n05-gtkmm-3.24.9']","/nix/store/wgmnn8lag42cnfgqghb6h1294jwl6h20-gtkmm-3.24.9.drv","cpe:2.3:a:gtkmm:gtkmm:3.24.9:*:*:*:*:*:*:*","pkg:nix/gtkmm@3.24.9","","gtkmm","3.24.9","https://gtkmm.org/","False","C++ interface to the GTK graphical user interface library","lgpl2Plus","LGPL-2.0-or-later","7c6f434c@mail.ru"
"gumbo-0.13.0","gumbo","0.13.0","","x86_64-linux","/nix/store/954f6r10185dkm3hbdnldzwglr6hq3jh-gumbo-0.13.0","['/nix/store/954f6r10185dkm3hbdnldzwglr6hq3jh-gumbo-0.13.0']","/nix/store/y04j6spg82925ir3zg6jm50w8vnsv07w-gumbo-0.13.0.drv","cpe:2.3:a:gumbo:gumbo:0.13.0:*:*:*:*:*:*:*","pkg:nix/gumbo@0.13.0","","gumbo","0.13.0","https://codeberg.org/gumbo-parser/gumbo-parser","False","C99 HTML parsing algorithm","asl20","Apache-2.0","anothersms@gmail.com"
"gupnp-1.4.4","gupnp","1.4.4","/nix/store/j4v6cy47ncxfwj82v7g1ijmyb3n5lqsl-0001-pkg-config-Declare-header-dependencies-as-public.patch /nix/store/wkncnxq1av2fd0597dskb4aq9rgb0r23-meson-1.2-fix.patch /nix/store/ani71f667s586h070d9vyb3wpdgh6jy6-libxml2-2.11-fix.patch","x86_64-linux","/nix/store/g5yqq88ak27iv1x2n3k7b47fwrbpb29a-gupnp-1.4.4","['/nix/store/g5yqq88ak27iv1x2n3k7b47fwrbpb29a-gupnp-1.4.4']","/nix/store/zpchdfj5p80smgmasswj7dc5drrkh915-gupnp-1.4.4.drv","cpe:2.3:a:gupnp:gupnp:1.4.4:*:*:*:*:*:*:*","pkg:nix/gupnp@1.4.4","","gupnp","1.4.4","http://www.gupnp.org/","False","Implementation of the UPnP specification","lgpl2Plus","LGPL-2.0-or-later",""
"gupnp-igd-1.2.0","gupnp-igd","1.2.0","","x86_64-linux","/nix/store/xaavy7bbmbvj35qgi0mjn43rk83plln6-gupnp-igd-1.2.0","['/nix/store/xaavy7bbmbvj35qgi0mjn43rk83plln6-gupnp-igd-1.2.0']","/nix/store/4jx83k6ibfdnhpphk7h1lc3966df8ybj-gupnp-igd-1.2.0.drv","cpe:2.3:a:gupnp-igd:gupnp-igd:1.2.0:*:*:*:*:*:*:*","pkg:nix/gupnp-igd@1.2.0","","gupnp-igd","1.2.0","http://www.gupnp.org/","False","Library to handle UPnP IGD port mapping","lgpl21Plus","LGPL-2.1-or-later",""
"gzip-1.13","gzip","1.13","","x86_64-linux","/nix/store/0d3d2c8rk0qn1q9frxfsgzw6yp4cddph-gzip-1.13","['/nix/store/0d3d2c8rk0qn1q9frxfsgzw6yp4cddph-gzip-1.13', '/nix/store/1fv834kb8xcbd64x5h58n8rzqry4qxhd-gzip-1.13-info', '/nix/store/hp7z6n7np7rim6n6acipb5mc9gapf6ik-gzip-1.13-man']","/nix/store/bqk2dzqxyxhh45r61ylm29cy4scs0wll-gzip-1.13.drv","cpe:2.3:a:gzip:gzip:1.13:*:*:*:*:*:*:*","pkg:nix/gzip@1.13","","gzip","1.13","https://www.gnu.org/software/gzip/","False","GNU zip compression program","gpl3Plus","GPL-3.0-or-later",""
"gzip-1.13","gzip","1.13","","i686-linux","/nix/store/3m72assi5dk22kvawvf1z75mayix996y-gzip-1.13","['/nix/store/3m72assi5dk22kvawvf1z75mayix996y-gzip-1.13']","/nix/store/v3kd7iy4yvz92fw6gg8wi9xmxlcwxmja-gzip-1.13.drv","cpe:2.3:a:gzip:gzip:1.13:*:*:*:*:*:*:*","pkg:nix/gzip@1.13","","gzip","1.13","https://www.gnu.org/software/gzip/","False","GNU zip compression program","gpl3Plus","GPL-3.0-or-later",""
"hack-grammar-0.0.0+rev=bc5b3a1","hack-grammar","0.0.0+rev=bc5b3a1","","x86_64-linux","/nix/store/7srhrg72flgq88x1nnqxdlvlva6dw972-hack-grammar-0.0.0+rev=bc5b3a1","['/nix/store/7srhrg72flgq88x1nnqxdlvlva6dw972-hack-grammar-0.0.0+rev=bc5b3a1']","/nix/store/p17bzgl3hpfr8wl47xd4ql50nqa3kh00-hack-grammar-0.0.0+rev=bc5b3a1.drv","cpe:2.3:a:hack-grammar:hack-grammar:0.0.0+rev=bc5b3a1:*:*:*:*:*:*:*","pkg:nix/hack-grammar@0.0.0%2Brev%3Dbc5b3a1","","","","","","","","",""
"hare-grammar-0.0.0+rev=4af5d82","hare-grammar","0.0.0+rev=4af5d82","","x86_64-linux","/nix/store/ahdcgvwvv1zd1xp3iqgfvsnc3mgdsp5l-hare-grammar-0.0.0+rev=4af5d82","['/nix/store/ahdcgvwvv1zd1xp3iqgfvsnc3mgdsp5l-hare-grammar-0.0.0+rev=4af5d82']","/nix/store/wi7yrhadhplb89q13bjhq6qnry1wg5fr-hare-grammar-0.0.0+rev=4af5d82.drv","cpe:2.3:a:hare-grammar:hare-grammar:0.0.0+rev=4af5d82:*:*:*:*:*:*:*","pkg:nix/hare-grammar@0.0.0%2Brev%3D4af5d82","","","","","","","","",""
"harfbuzz-10.2.0","harfbuzz","10.2.0","","x86_64-linux","/nix/store/ydai0rg3rznqczwqfz45ax3i95wk6f1z-harfbuzz-10.2.0","['/nix/store/xf741shka5arzz4827rxzxwkqshllc6v-harfbuzz-10.2.0-dev', '/nix/store/ydai0rg3rznqczwqfz45ax3i95wk6f1z-harfbuzz-10.2.0']","/nix/store/2bp57pk33r98qm0ri3y6gis4i71rdnyv-harfbuzz-10.2.0.drv","cpe:2.3:a:harfbuzz_project:harfbuzz:10.2.0:*:*:*:*:*:*:*","pkg:nix/harfbuzz@10.2.0","","harfbuzz","10.2.0","https://harfbuzz.github.io/","False","OpenType text shaping engine","mit","MIT",""
"harfbuzz-10.2.0","harfbuzz","10.2.0","","i686-linux","/nix/store/p10x8vx43b54z2a0xsaqcpmvq0bwncc0-harfbuzz-10.2.0","['/nix/store/p10x8vx43b54z2a0xsaqcpmvq0bwncc0-harfbuzz-10.2.0']","/nix/store/gp2xmqsdl4gapwmbsdf9qrqrvj01nvwb-harfbuzz-10.2.0.drv","cpe:2.3:a:harfbuzz_project:harfbuzz:10.2.0:*:*:*:*:*:*:*","pkg:nix/harfbuzz@10.2.0","","harfbuzz","10.2.0","https://harfbuzz.github.io/","False","OpenType text shaping engine","mit","MIT",""
"harfbuzz-icu-10.2.0","harfbuzz-icu","10.2.0","","x86_64-linux","/nix/store/mv7sqdz4n9hfzyamd2czipragsznz722-harfbuzz-icu-10.2.0","['/nix/store/mv7sqdz4n9hfzyamd2czipragsznz722-harfbuzz-icu-10.2.0']","/nix/store/sr8zgs2c0i34yvs5qlbglr9vrhl0r22f-harfbuzz-icu-10.2.0.drv","cpe:2.3:a:harfbuzz-icu:harfbuzz-icu:10.2.0:*:*:*:*:*:*:*","pkg:nix/harfbuzz-icu@10.2.0","","harfbuzz-icu","10.2.0","https://harfbuzz.github.io/","False","OpenType text shaping engine","mit","MIT",""
"haskell-grammar-0.0.0+rev=0975ef7","haskell-grammar","0.0.0+rev=0975ef7","","x86_64-linux","/nix/store/qq4b6rzm473qdzwgq34l0pqsg64mn2r4-haskell-grammar-0.0.0+rev=0975ef7","['/nix/store/qq4b6rzm473qdzwgq34l0pqsg64mn2r4-haskell-grammar-0.0.0+rev=0975ef7']","/nix/store/rnbsc0sg6ymn6zh674p0awm6cbwqpjhf-haskell-grammar-0.0.0+rev=0975ef7.drv","cpe:2.3:a:haskell-grammar:haskell-grammar:0.0.0+rev=0975ef7:*:*:*:*:*:*:*","pkg:nix/haskell-grammar@0.0.0%2Brev%3D0975ef7","","","","","","","","",""
"haskell_persistent-grammar-0.0.0+rev=577259b","haskell_persistent-grammar","0.0.0+rev=577259b","","x86_64-linux","/nix/store/77nz12zvgq9q14vs8589863acqva3fam-haskell_persistent-grammar-0.0.0+rev=577259b","['/nix/store/77nz12zvgq9q14vs8589863acqva3fam-haskell_persistent-grammar-0.0.0+rev=577259b']","/nix/store/y4a4sk7wwbd8wbq5iipz8aq7rp2pg8v6-haskell_persistent-grammar-0.0.0+rev=577259b.drv","cpe:2.3:a:haskell_persistent-grammar:haskell_persistent-grammar:0.0.0+rev=577259b:*:*:*:*:*:*:*","pkg:nix/haskell_persistent-grammar@0.0.0%2Brev%3D577259b","","","","","","","","",""
"hcl-grammar-0.0.0+rev=de10d49","hcl-grammar","0.0.0+rev=de10d49","","x86_64-linux","/nix/store/7n31pikvcinqy91l3gk7lvlxqhgn0ksl-hcl-grammar-0.0.0+rev=de10d49","['/nix/store/7n31pikvcinqy91l3gk7lvlxqhgn0ksl-hcl-grammar-0.0.0+rev=de10d49']","/nix/store/0lwbfzx9xlpkf0sabj5k4k13mwdzcifm-hcl-grammar-0.0.0+rev=de10d49.drv","cpe:2.3:a:hcl-grammar:hcl-grammar:0.0.0+rev=de10d49:*:*:*:*:*:*:*","pkg:nix/hcl-grammar@0.0.0%2Brev%3Dde10d49","","","","","","","","",""
"heex-grammar-0.0.0+rev=008626a","heex-grammar","0.0.0+rev=008626a","","x86_64-linux","/nix/store/brm3lls1a4zf3mzy1ma4cxf8vmyrdq8f-heex-grammar-0.0.0+rev=008626a","['/nix/store/brm3lls1a4zf3mzy1ma4cxf8vmyrdq8f-heex-grammar-0.0.0+rev=008626a']","/nix/store/w3c85kx16hirkiq2f72g81ak1vx9h912-heex-grammar-0.0.0+rev=008626a.drv","cpe:2.3:a:heex-grammar:heex-grammar:0.0.0+rev=008626a:*:*:*:*:*:*:*","pkg:nix/heex-grammar@0.0.0%2Brev%3D008626a","","","","","","","","",""
"helm-grammar-0.0.0+rev=5f19a36","helm-grammar","0.0.0+rev=5f19a36","","x86_64-linux","/nix/store/g0khlsfrb6rk4gyxd0admky8nndcj9ik-helm-grammar-0.0.0+rev=5f19a36","['/nix/store/g0khlsfrb6rk4gyxd0admky8nndcj9ik-helm-grammar-0.0.0+rev=5f19a36']","/nix/store/5mhsy9nywqris9hkzb5lc2gbbyqrm9nd-helm-grammar-0.0.0+rev=5f19a36.drv","cpe:2.3:a:helm-grammar:helm-grammar:0.0.0+rev=5f19a36:*:*:*:*:*:*:*","pkg:nix/helm-grammar@0.0.0%2Brev%3D5f19a36","","","","","","","","",""
"hfst-ospell-0.5.4","hfst-ospell","0.5.4","","x86_64-linux","/nix/store/pshqi8yyzxq6r65ckhr4arywrnk52hwc-hfst-ospell-0.5.4","['/nix/store/pshqi8yyzxq6r65ckhr4arywrnk52hwc-hfst-ospell-0.5.4']","/nix/store/7wpqjfihyqlawfzjrlk66a2qp1vqcjn7-hfst-ospell-0.5.4.drv","cpe:2.3:a:hfst-ospell:hfst-ospell:0.5.4:*:*:*:*:*:*:*","pkg:nix/hfst-ospell@0.5.4","","hfst-ospell","0.5.4","https://github.com/hfst/hfst-ospell/","False","HFST spell checker library and command line tool","asl20","Apache-2.0","jussi.kuokkanen@protonmail.com"
"hicolor-icon-theme-0.18","hicolor-icon-theme","0.18","","x86_64-linux","/nix/store/wxazx941yxf6psj7yy2pz21xzllsn67m-hicolor-icon-theme-0.18","['/nix/store/wxazx941yxf6psj7yy2pz21xzllsn67m-hicolor-icon-theme-0.18']","/nix/store/pmn499fz8cy42kgr4xxyi52d0xpgypbr-hicolor-icon-theme-0.18.drv","cpe:2.3:a:hicolor-icon-theme:hicolor-icon-theme:0.18:*:*:*:*:*:*:*","pkg:nix/hicolor-icon-theme@0.18","","hicolor-icon-theme","0.18","https://www.freedesktop.org/wiki/Software/icon-theme/","False","Default fallback theme used by implementations of the icon theme specification","gpl2Only","GPL-2.0-only","johannes@joens.email"
"hiredis-1.2.0","hiredis","1.2.0","","x86_64-linux","/nix/store/2jr464f9021wd0n946hc62h2mpx670as-hiredis-1.2.0","['/nix/store/2jr464f9021wd0n946hc62h2mpx670as-hiredis-1.2.0']","/nix/store/rw1zdayal733r0pi48kvyca7a1h86v6x-hiredis-1.2.0.drv","cpe:2.3:a:hiredis:hiredis:1.2.0:*:*:*:*:*:*:*","pkg:nix/hiredis@1.2.0","","hiredis","1.2.0","https://github.com/redis/hiredis","False","Minimalistic C client for Redis >= 1.2","bsd3","BSD-3-Clause",""
"hjson-grammar-0.0.0+rev=02fa3b7","hjson-grammar","0.0.0+rev=02fa3b7","","x86_64-linux","/nix/store/wq0zcxqy5zhn2mbzh1w0q055aabvmnjh-hjson-grammar-0.0.0+rev=02fa3b7","['/nix/store/wq0zcxqy5zhn2mbzh1w0q055aabvmnjh-hjson-grammar-0.0.0+rev=02fa3b7']","/nix/store/4lw72812g8w24mpn99539hp6fqvi8lyd-hjson-grammar-0.0.0+rev=02fa3b7.drv","cpe:2.3:a:hjson-grammar:hjson-grammar:0.0.0+rev=02fa3b7:*:*:*:*:*:*:*","pkg:nix/hjson-grammar@0.0.0%2Brev%3D02fa3b7","","","","","","","","",""
"hlsl-grammar-0.0.0+rev=bab9111","hlsl-grammar","0.0.0+rev=bab9111","","x86_64-linux","/nix/store/5n9yahk1bj5qr6piqfsjyqqv9r7yv6xj-hlsl-grammar-0.0.0+rev=bab9111","['/nix/store/5n9yahk1bj5qr6piqfsjyqqv9r7yv6xj-hlsl-grammar-0.0.0+rev=bab9111']","/nix/store/a620r3ryslxh32j043l8cpvkw7h9a210-hlsl-grammar-0.0.0+rev=bab9111.drv","cpe:2.3:a:hlsl-grammar:hlsl-grammar:0.0.0+rev=bab9111:*:*:*:*:*:*:*","pkg:nix/hlsl-grammar@0.0.0%2Brev%3Dbab9111","","","","","","","","",""
"hlsplaylist-grammar-0.0.0+rev=3bfda92","hlsplaylist-grammar","0.0.0+rev=3bfda92","","x86_64-linux","/nix/store/72smbj6vsid3127yk22iphc1xbaskf91-hlsplaylist-grammar-0.0.0+rev=3bfda92","['/nix/store/72smbj6vsid3127yk22iphc1xbaskf91-hlsplaylist-grammar-0.0.0+rev=3bfda92']","/nix/store/gkpqdkdwpx5i51h77ikhn28gc1xfdm6l-hlsplaylist-grammar-0.0.0+rev=3bfda92.drv","cpe:2.3:a:hlsplaylist-grammar:hlsplaylist-grammar:0.0.0+rev=3bfda92:*:*:*:*:*:*:*","pkg:nix/hlsplaylist-grammar@0.0.0%2Brev%3D3bfda92","","","","","","","","",""
"hm-modules-messages","hm-modules-messages","","","x86_64-linux","/nix/store/qrgci08z4fgd23y7cxd4hbm7vrqaz542-hm-modules-messages","['/nix/store/qrgci08z4fgd23y7cxd4hbm7vrqaz542-hm-modules-messages']","/nix/store/m6p6n1h08wf9kgh2sms7kyph4bq7i6np-hm-modules-messages.drv","cpe:2.3:a:hm-modules-messages:hm-modules-messages::*:*:*:*:*:*:*","pkg:nix/hm-modules-messages","","","","","","","","",""
"hm-session-vars.sh","hm-session-vars.sh","","","x86_64-linux","/nix/store/71a3x0q8wcmdgl1nxa7zmb68kj1mzm3f-hm-session-vars.sh","['/nix/store/71a3x0q8wcmdgl1nxa7zmb68kj1mzm3f-hm-session-vars.sh']","/nix/store/p6jh3g0rgjx01hnb7m6aqiz0jj9jdi73-hm-session-vars.sh.drv","cpe:2.3:a:hm-session-vars.sh:hm-session-vars.sh::*:*:*:*:*:*:*","pkg:nix/hm-session-vars.sh","","","","","","","","",""
"hm-session-vars.sh","hm-session-vars.sh","","","x86_64-linux","/nix/store/0nfaiz026z1mb59bck320phwnnyz7nb4-hm-session-vars.sh","['/nix/store/0nfaiz026z1mb59bck320phwnnyz7nb4-hm-session-vars.sh']","/nix/store/vsvp4h85cwbia3cn7qn6hij2hdaxn9nf-hm-session-vars.sh.drv","cpe:2.3:a:hm-session-vars.sh:hm-session-vars.sh::*:*:*:*:*:*:*","pkg:nix/hm-session-vars.sh","","","","","","","","",""
"hm-setup-env","hm-setup-env","","","x86_64-linux","/nix/store/yc63cr0aqi2dmdh23hqya185xd0r9pa5-hm-setup-env","['/nix/store/yc63cr0aqi2dmdh23hqya185xd0r9pa5-hm-setup-env']","/nix/store/wzfvddkd8b7ryrmjn49ly7z8cw46x1q6-hm-setup-env.drv","cpe:2.3:a:hm-setup-env:hm-setup-env::*:*:*:*:*:*:*","pkg:nix/hm-setup-env","","","","","","","","",""
"hm_.configzsh.zlogin","hm_.configzsh.zlogin","","","x86_64-linux","/nix/store/xnbx3s5mmyhgj1gc60zg11s9dr4b7knc-hm_.configzsh.zlogin","['/nix/store/xnbx3s5mmyhgj1gc60zg11s9dr4b7knc-hm_.configzsh.zlogin']","/nix/store/79njnilg9pq8ymjf4m2ms1y56g55pl0r-hm_.configzsh.zlogin.drv","cpe:2.3:a:hm_.configzsh.zlogin:hm_.configzsh.zlogin::*:*:*:*:*:*:*","pkg:nix/hm_.configzsh.zlogin","","","","","","","","",""
"hm_.configzsh.zshenv","hm_.configzsh.zshenv","","","x86_64-linux","/nix/store/4lm2dc89d9v5xkmir9xl38d5y739iihs-hm_.configzsh.zshenv","['/nix/store/4lm2dc89d9v5xkmir9xl38d5y739iihs-hm_.configzsh.zshenv']","/nix/store/5ja3z19h2grmkr1nybszjn727hzgcdbw-hm_.configzsh.zshenv.drv","cpe:2.3:a:hm_.configzsh.zshenv:hm_.configzsh.zshenv::*:*:*:*:*:*:*","pkg:nix/hm_.configzsh.zshenv","","","","","","","","",""
"hm_.configzsh.zshenv","hm_.configzsh.zshenv","","","x86_64-linux","/nix/store/ccd756yh9lbfd309v5vdc3bz8q89cv3q-hm_.configzsh.zshenv","['/nix/store/ccd756yh9lbfd309v5vdc3bz8q89cv3q-hm_.configzsh.zshenv']","/nix/store/ra8zca869nbm8ns6mipkghs7i4dxw508-hm_.configzsh.zshenv.drv","cpe:2.3:a:hm_.configzsh.zshenv:hm_.configzsh.zshenv::*:*:*:*:*:*:*","pkg:nix/hm_.configzsh.zshenv","","","","","","","","",""
"hm_.configzsh.zshrc","hm_.configzsh.zshrc","","","x86_64-linux","/nix/store/h5w5rc9r9n9f2f5irvxlahv3wzk28dbl-hm_.configzsh.zshrc","['/nix/store/h5w5rc9r9n9f2f5irvxlahv3wzk28dbl-hm_.configzsh.zshrc']","/nix/store/7zlai311w9nkb5vnmc1sxm6kdqqd82ap-hm_.configzsh.zshrc.drv","cpe:2.3:a:hm_.configzsh.zshrc:hm_.configzsh.zshrc::*:*:*:*:*:*:*","pkg:nix/hm_.configzsh.zshrc","","","","","","","","",""
"hm_.getmailgetmailrc","hm_.getmailgetmailrc","","","x86_64-linux","/nix/store/r89sm2rimi0hx3rz5021vikyzmr7iv20-hm_.getmailgetmailrc","['/nix/store/r89sm2rimi0hx3rz5021vikyzmr7iv20-hm_.getmailgetmailrc']","/nix/store/llgk026304wv6mfsfbmhaxw1k08r2b3i-hm_.getmailgetmailrc.drv","cpe:2.3:a:hm_.getmailgetmailrc:hm_.getmailgetmailrc::*:*:*:*:*:*:*","pkg:nix/hm_.getmailgetmailrc","","","","","","","","",""
"hm_.mozillafirefoxivand.keep","hm_.mozillafirefoxivand.keep","","","x86_64-linux","/nix/store/gpgg3r0pwk1csd60nnadxlycg6nkh9iz-hm_.mozillafirefoxivand.keep","['/nix/store/gpgg3r0pwk1csd60nnadxlycg6nkh9iz-hm_.mozillafirefoxivand.keep']","/nix/store/hv5xgkn989qdjqvxq3drc0c1ykzrfh47-hm_.mozillafirefoxivand.keep.drv","cpe:2.3:a:hm_.mozillafirefoxivand.keep:hm_.mozillafirefoxivand.keep::*:*:*:*:*:*:*","pkg:nix/hm_.mozillafirefoxivand.keep","","","","","","","","",""
"hm_.mozillafirefoxivanduser.js","hm_.mozillafirefoxivanduser.js","","","x86_64-linux","/nix/store/nh22gp1kf8j15qf8indkxvhwnammdglf-hm_.mozillafirefoxivanduser.js","['/nix/store/nh22gp1kf8j15qf8indkxvhwnammdglf-hm_.mozillafirefoxivanduser.js']","/nix/store/l63v83a248djc8ys2nj9h498jz1pbhic-hm_.mozillafirefoxivanduser.js.drv","cpe:2.3:a:hm_.mozillafirefoxivanduser.js:hm_.mozillafirefoxivanduser.js::*:*:*:*:*:*:*","pkg:nix/hm_.mozillafirefoxivanduser.js","","","","","","","","",""
"hm_.mozillafirefoxprofiles.ini","hm_.mozillafirefoxprofiles.ini","","","x86_64-linux","/nix/store/vj5vz39ghhldlg09m7iqca9f73vaqlaa-hm_.mozillafirefoxprofiles.ini","['/nix/store/vj5vz39ghhldlg09m7iqca9f73vaqlaa-hm_.mozillafirefoxprofiles.ini']","/nix/store/fi56q7m9hzs11b9aanghg0n0a4kxpfaw-hm_.mozillafirefoxprofiles.ini.drv","cpe:2.3:a:hm_.mozillafirefoxprofiles.ini:hm_.mozillafirefoxprofiles.ini::*:*:*:*:*:*:*","pkg:nix/hm_.mozillafirefoxprofiles.ini","","","","","","","","",""
"hm_.sshconfig","hm_.sshconfig","","","x86_64-linux","/nix/store/nfhiwnss88rd6k8xla5d77gzry5nhgdg-hm_.sshconfig","['/nix/store/nfhiwnss88rd6k8xla5d77gzry5nhgdg-hm_.sshconfig']","/nix/store/g48dkcsmj4kpm1rdmahd7172z8dnx8lf-hm_.sshconfig.drv","cpe:2.3:a:hm_.sshconfig:hm_.sshconfig::*:*:*:*:*:*:*","pkg:nix/hm_.sshconfig","","","","","","","","",""
"hm_.sshconfig","hm_.sshconfig","","","x86_64-linux","/nix/store/wn1ns61q99p6w373kzgy24azrk34cn00-hm_.sshconfig","['/nix/store/wn1ns61q99p6w373kzgy24azrk34cn00-hm_.sshconfig']","/nix/store/kv8kymkabbkkry8hcjvvshjsz21y671s-hm_.sshconfig.drv","cpe:2.3:a:hm_.sshconfig:hm_.sshconfig::*:*:*:*:*:*:*","pkg:nix/hm_.sshconfig","","","","","","","","",""
"hm_.w3mconfig","hm_.w3mconfig","","","x86_64-linux","/nix/store/jwc3sljllzngpvqr3088gcxhh83rvpxj-hm_.w3mconfig","['/nix/store/jwc3sljllzngpvqr3088gcxhh83rvpxj-hm_.w3mconfig']","/nix/store/ghfhpbrhkqa75ina0gxbvdr01rr6ks3r-hm_.w3mconfig.drv","cpe:2.3:a:hm_.w3mconfig:hm_.w3mconfig::*:*:*:*:*:*:*","pkg:nix/hm_.w3mconfig","","","","","","","","",""
"hm_.w3mkeymap","hm_.w3mkeymap","","","x86_64-linux","/nix/store/ws68dsr5ilkg93crpw0awscn4r80rjxd-hm_.w3mkeymap","['/nix/store/ws68dsr5ilkg93crpw0awscn4r80rjxd-hm_.w3mkeymap']","/nix/store/lzmxc3qzm87lwyq5najg81f1b0kbpdjq-hm_.w3mkeymap.drv","cpe:2.3:a:hm_.w3mkeymap:hm_.w3mkeymap::*:*:*:*:*:*:*","pkg:nix/hm_.w3mkeymap","","","","","","","","",""
"hm_.zshenv","hm_.zshenv","","","x86_64-linux","/nix/store/vi0jmpcxrm6i38yr06hywi6261w8vqh7-hm_.zshenv","['/nix/store/vi0jmpcxrm6i38yr06hywi6261w8vqh7-hm_.zshenv']","/nix/store/1pjr4si3jw6n7r8frzhniqf642dbks78-hm_.zshenv.drv","cpe:2.3:a:hm_.zshenv:hm_.zshenv::*:*:*:*:*:*:*","pkg:nix/hm_.zshenv","","","","","","","","",""
"hm_environment.d10homemanager.conf","hm_environment.d10homemanager.conf","","","x86_64-linux","/nix/store/aahcjf5hnl008zlfa6qpfh25b1m9pqvg-hm_environment.d10homemanager.conf","['/nix/store/aahcjf5hnl008zlfa6qpfh25b1m9pqvg-hm_environment.d10homemanager.conf']","/nix/store/5z5sris4nymwgrq20rs7q4qzq35hfsjr-hm_environment.d10homemanager.conf.drv","cpe:2.3:a:hm_environment.d10homemanager.conf:hm_environment.d10homemanager.conf::*:*:*:*:*:*:*","pkg:nix/hm_environment.d10homemanager.conf","","","","","","","","",""
"hm_environment.d10homemanager.conf","hm_environment.d10homemanager.conf","","","x86_64-linux","/nix/store/c9npf8j8w3wh4k0qifp09wgk7263kd0q-hm_environment.d10homemanager.conf","['/nix/store/c9npf8j8w3wh4k0qifp09wgk7263kd0q-hm_environment.d10homemanager.conf']","/nix/store/r8dwp7w6p8vbdln8saws7y6ga6x5cg24-hm_environment.d10homemanager.conf.drv","cpe:2.3:a:hm_environment.d10homemanager.conf:hm_environment.d10homemanager.conf::*:*:*:*:*:*:*","pkg:nix/hm_environment.d10homemanager.conf","","","","","","","","",""
"hm_fontconfigconf.d10hmfonts.conf","hm_fontconfigconf.d10hmfonts.conf","","","x86_64-linux","/nix/store/0hgldr5l74d2pb5mz45j0iq8z69wb0an-hm_fontconfigconf.d10hmfonts.conf","['/nix/store/0hgldr5l74d2pb5mz45j0iq8z69wb0an-hm_fontconfigconf.d10hmfonts.conf']","/nix/store/7k8v5h7hzdm8c19pxzrjf41bjr5c8h67-hm_fontconfigconf.d10hmfonts.conf.drv","cpe:2.3:a:hm_fontconfigconf.d10hmfonts.conf:hm_fontconfigconf.d10hmfonts.conf::*:*:*:*:*:*:*","pkg:nix/hm_fontconfigconf.d10hmfonts.conf","","","","","","","","",""
"hm_fontconfigconf.d10hmfonts.conf","hm_fontconfigconf.d10hmfonts.conf","","","x86_64-linux","/nix/store/y3agz1rbi3yndq3rd3k31d9d34p5v0rb-hm_fontconfigconf.d10hmfonts.conf","['/nix/store/y3agz1rbi3yndq3rd3k31d9d34p5v0rb-hm_fontconfigconf.d10hmfonts.conf']","/nix/store/kmn0f408yzq7yqlqx3bkyf6rmkhzyj1b-hm_fontconfigconf.d10hmfonts.conf.drv","cpe:2.3:a:hm_fontconfigconf.d10hmfonts.conf:hm_fontconfigconf.d10hmfonts.conf::*:*:*:*:*:*:*","pkg:nix/hm_fontconfigconf.d10hmfonts.conf","","","","","","","","",""
